FILENAME,IDEAL INPUT,OUTPUT,   
ARXIV_2109_12846.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The goal of the crime forecasting problem is to predict different types of crimes for each geographical region (like a neighborhood or censor tract) in the near future.</BACKGROUND> <BACKGROUND>Since nearby regions usually have similar socioeconomic characteristics which indicate similar crime patterns, recent state-of-the-art solutions constructed a distance-based region graph and utilized Graph Neural Network (GNN) techniques for crime forecasting, because the GNN techniques could effectively exploit the latent relationships between neighboring region nodes in the graph if the edges reveal high dependency or correlation.</BACKGROUND> <BACKGROUND>However, this distance-based pre-defined graph can not fully capture crime correlation between regions that are far from each other but share similar crime patterns.</BACKGROUND> <BACKGROUND>Hence, to make a more accurate crime prediction, the main challenge is to learn a better graph that reveals the dependencies between regions in crime occurrences and meanwhile captures the temporal patterns from historical crime records.</BACKGROUND> <CONTRIBUTION>To address these challenges, we propose an end-to-end graph convolutional recurrent network called HAGEN with several novel designs for crime prediction.</CONTRIBUTION> <CONTRIBUTION>Specifically, our framework could jointly capture the crime correlation between regions and the temporal crime dynamics by combining an adaptive region graph learning module with the Diffusion Convolution Gated Recurrent Unit (DCGRU).</CONTRIBUTION> <CONTRIBUTION>Based on the homophily assumption of GNN (i.e., graph convolution works better where neighboring nodes share the same label), we propose a homophily-aware constraint to regularize the optimization of the region graph so that neighboring region nodes on the learned graph share similar crime patterns, thus fitting the mechanism of diffusion convolution.</CONTRIBUTION> <BACKGROUND>Empirical experiments and comprehensive analysis on two real-world datasets showcase the effectiveness of HAGEN.</BACKGROUND> </ABSTRACT>","This study introduces HAGEN, a new tool for predicting crime. HAGEN looks at crime data from different neighborhoods. It figures out which areas influence each other’s crime. It also has a built-in memory feature that helps it track how crime changes over time. HAGEN builds a simple map of these connections and keeps similar neighborhoods linked together. When tested with real city crime data, HAGEN made more accurate predictions than older methods.",   
ARXIV_2409_17578.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Passively collected ""big"" data sources are increasingly used to inform critical development policy decisions in low- and middle-income countries.</BACKGROUND> <BACKGROUND>While prior work highlights how such approaches may reveal sensitive information, enable surveillance, and centralize power, less is known about the corresponding privacy concerns, hopes, and fears of the people directly impacted by these policies -- people sometimes referred to as experiential experts.</BACKGROUND> <CONTRIBUTION>To understand the perspectives of experiential experts, we conducted semi-structured interviews with people living in rural villages in Togo shortly after an entirely digital cash transfer program was launched that used machine learning and mobile phone metadata to determine program eligibility.</CONTRIBUTION> <CONTRIBUTION>This paper documents participants' privacy concerns surrounding the introduction of big data approaches in development policy.</CONTRIBUTION> <CONTRIBUTION>We find that the privacy concerns of our experiential experts differ from those raised by privacy and development domain experts.</CONTRIBUTION> <CONTRIBUTION>To facilitate a more robust and constructive account of privacy, we discuss implications for policies and designs that take seriously the privacy concerns raised by both experiential experts and domain experts.</CONTRIBUTION> </ABSTRACT>","Researchers talked with people in rural Togo about a digital cash program that uses big data and machine learning to decide who gets money. They found that local residents worried about their privacy in ways experts hadn’t expected—like fearing their personal details could be shared without their okay. The team wrote down these real concerns. Finally, they proposed simple fixes, such as clear notices explaining how data is used and tools that let people control who can see their information. These changes aim to keep everyone’s data safe and respected.",   
ARXIV_2410_03090.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Deploying large language models (LLMs) is challenging due to their high memory and computational demands, especially during long-context inference.</BACKGROUND> <BACKGROUND>While key-value (KV) caching accelerates inference by reusing previously computed keys and values, it also introduces significant memory overhead.</BACKGROUND> <BACKGROUND>Existing KV cache compression methods such as eviction and merging typically compress the KV cache after it is generated and overlook the eviction of hidden states, failing to improve the speed of the prefilling stage.</BACKGROUND> <BACKGROUND>Additionally, applying a uniform compression rate across different attention heads can harm crucial retrieval heads in needle-in-a-haystack tasks due to excessive compression.</BACKGROUND> <CONTRIBUTION>In this paper, we propose UNComp, an uncertainty-aware compression scheme that leverages matrix entropy to estimate model uncertainty across layers and heads at the token sequence level.</CONTRIBUTION> <CONTRIBUTION>By grouping layers and heads based on their uncertainty, UNComp adaptively compresses both the hidden states and the KV cache.</CONTRIBUTION> <CONTRIBUTION>Our method achieves a 1.6× speedup in the prefilling stage and reduces the KV cache to 4.74% of its original size, resulting in a 6.4× increase in throughput and a 1.4× speedup in inference with only a 1.41% performance loss.</CONTRIBUTION> <CONTRIBUTION>Remarkably, in needle-in-a-haystack tasks, UNComp outperforms the full-size KV cache even when compressed to 9.38% of its original size.</CONTRIBUTION> <CONTRIBUTION>Our approach offers an efficient, training-free Grouped-Query Attention paradigm that can be seamlessly integrated into existing KV cache schemes.</CONTRIBUTION> </ABSTRACT> ​","In simple terms, the authors created a method called UNComp that smartly squeezes the memory cache used by huge language AIs by checking where the model is most uncertain and only compressing less important parts. This makes the AI start generating answers about 1.6 times faster, handles over six times more data per second, and still keeps accuracy almost the same. Even in really tricky “needle-in-a-haystack” search tasks, UNComp does better than using the full uncompressed cache.",   
ARXIV_1401_7071.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <CONTRIBUTION>We obtain uncountably many periodic solutions to the singular Yamabe problem on a round sphere, that blow up along a great circle.</CONTRIBUTION> <BACKGROUND>These are (complete) constant scalar curvature metrics on the complement of $S^1$ inside $S^m$, $m\geq 5$, that are conformal to the round (incomplete) metric and ""periodic"" in the sense of being invariant under a discrete group of conformal transformations.</BACKGROUND> <CONTRIBUTION>These solutions come from bifurcating branches of constant scalar curvature metrics on compact quotients of $S^m \setminus S^1\cong S^{m-2}\times H^2$.</CONTRIBUTION> </ABSTRACT>","This paper discovers many new “periodic” shapes on a sphere that grow very large along a circle. These shapes have the same curved surface everywhere except right on that circle, and they repeat under certain symmetry moves. The authors show how to build these shapes by following branching patterns from simpler spaces. Their work opens up a whole family of new examples for studying geometry on curved surfaces.",   
ARXIV_1406_0299.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The Larson–Sweedler theorem says that a finite-dimensional bialgebra with a faithful integral is a Hopf algebra [15].</BACKGROUND> <BACKGROUND>The result has been generalized to finite-dimensional weak Hopf algebras by Vecsernyés [44].</BACKGROUND> <CONTRIBUTION>In this paper, we show that the result is still true for weak multiplier Hopf algebras.</CONTRIBUTION> <BACKGROUND>The notion of a weak multiplier bialgebra was introduced by Böhm et al. in [4].</BACKGROUND> <CONTRIBUTION>In this note it is shown that a weak multiplier bialgebra with a regular and full coproduct is a regular weak multiplier Hopf algebra if there is a faithful set of integrals.</CONTRIBUTION> <BACKGROUND>Weak multiplier Hopf algebras are introduced and studied in [40].</BACKGROUND> <BACKGROUND>Integrals on (regular) weak multiplier Hopf algebras are treated in [43].</BACKGROUND> <BACKGROUND>This result is important for the development of the theory of locally compact quantum groupoids in the operator algebra setting, see [13] and [14].</BACKGROUND> <BACKGROUND>Our treatment of this material is motivated by the prospect of such a theory.</BACKGROUND> </ABSTRACT>","This paper shows that a well‐known mathematical rule—the Larson–Sweedler theorem—still holds true in a much more general setting called weak multiplier Hopf algebras. The authors prove two main results in one go. First, they extend the original rule so it works even when you replace the usual algebra systems with these “weak” versions. Second, they show that if these weak systems also meet a couple of extra math conditions, they automatically turn into the full Hopf algebras from the classic theorem. Together, these findings open the door to exploring many new structures for studying quantum symmetries, including advanced objects like locally compact quantum groupoids.",   
ARXIV_2206_15306.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Recent work on deep learning for tabular data demonstrates the strong performance of deep tabular models, often bridging the gap between gradient boosted decision trees and neural networks.</BACKGROUND> <BACKGROUND>Accuracy aside, a major advantage of neural models is that they learn reusable features and are easily fine-tuned in new domains.</BACKGROUND> <BACKGROUND>This property is often exploited in computer vision and natural language applications, where transfer learning is indispensable when task-specific training data is scarce.</BACKGROUND> <CONTRIBUTION>In this work, we demonstrate that upstream data gives tabular neural networks a decisive advantage over widely used GBDT models.</CONTRIBUTION> <CONTRIBUTION>We propose a realistic medical diagnosis benchmark for tabular transfer learning, and we present a how-to guide for using upstream data to boost performance with a variety of tabular neural network architectures.</CONTRIBUTION> <CONTRIBUTION>Finally, we propose a pseudo-feature method for cases where the upstream and downstream feature sets differ, a tabular-specific problem widespread in real-world applications.</CONTRIBUTION> <BACKGROUND>Our code is available at https://github.com/LevinRoman/tabular-transfer-learning .</BACKGROUND> </ABSTRACT>","This paper shows how neural networks can learn from one table of data and then help with a different one—a big deal when medical data is scarce. First, the authors create a realistic medical test to check how well this “transfer learning” works. Next, they give a simple, step-by-step guide for using these pre-trained table models in practice. Finally, they introduce a clever trick called “pseudo-features” that fills in missing or mismatched data fields. Together, these ideas make it much easier to use deep learning on real-world tables.",   
ARXIV_2309_00656.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>We study how to learn ε-optimal strategies in zero-sum imperfect information games (IIG) with trajectory feedback.</BACKGROUND> <BACKGROUND>In this setting, players update their policies sequentially based on their observations over a fixed number of episodes, denoted by T.</BACKGROUND> <BACKGROUND>Existing procedures suffer from high variance due to the use of importance sampling over sequences of actions (Steinberger et al., 2020; McAleer et al., 2022).</BACKGROUND> <CONTRIBUTION>To reduce this variance, we consider a fixed sampling approach, where players still update their policies over time, but with observations obtained through a given fixed sampling policy.</CONTRIBUTION> <CONTRIBUTION>Our approach is based on an adaptive Online Mirror Descent (OMD) algorithm that applies OMD locally to each information set, using individually decreasing learning rates and a regularized loss.</CONTRIBUTION> <CONTRIBUTION>We show that this approach guarantees a convergence rate of Õ(T^{-1/2}) with high probability and has a near-optimal dependence on the game parameters when applied with the best theoretical choices of learning rates and sampling policies.</CONTRIBUTION> <CONTRIBUTION>To achieve these results, we generalize the notion of OMD stabilization, allowing for time-varying regularization with convex increments.</CONTRIBUTION> </ABSTRACT>","In simple terms, the authors show how to teach AI to play games where not all information is visible by always using the same way of collecting play examples and by updating each decision point with a clever adaptive algorithm called Online Mirror Descent. This new fixed sampling method cuts down the wild swings of older techniques and lets the AI learn quickly—improving at a rate of about one over the square root of the number of plays. They also add a smart twist that lets the AI adjust its own update rules over time, making its learning even more stable.",   
ARXIV_2411_06495.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Chiral quantum optics is a growing field of research in which light-matter interactions become asymmetrically dependent on momentum and spin, offering novel control over photonic and electronic degrees of freedom.</BACKGROUND> <BACKGROUND>Recently, the platforms for investigating chiral light-matter interactions have expanded from laser-cooled atoms and quantum dots to various solid-state systems, such as microcavity polaritons and two-dimensional layered materials, integrated into photonic structures such as waveguides, cavities, and ring resonators.</BACKGROUND> <CONTRIBUTION>In this Perspective, we begin by establishing the foundation for understanding and engineering these chiral light-matter regimes.</CONTRIBUTION> <CONTRIBUTION>We review the cutting-edge platforms that have enabled their successful realization in recent years, focusing on solid-state platforms, and discuss the most relevant experimental challenges to fully harness their potential.</CONTRIBUTION> <CONTRIBUTION>Finally, we explore the vast opportunities that these chiral light-matter interfaces present, particularly their ability to reveal exotic quantum many-body phenomena, such as chiral many-body superradiance and fractional quantum Hall physics.</CONTRIBUTION> </ABSTRACT>","Chiral quantum optics is about how light and tiny particles (like atoms) interact in a special one-way fashion based on the light’s twist or direction. This paper starts by explaining these basic ideas in simple terms. Next, it shows how to build real setups—using things like tiny chips and crystal waveguides—that force light to only push or pull in one direction. The authors then review the newest materials and devices that make these experiments possible in the lab. They also point out the main challenges, such as keeping these systems stable and loss-free. Finally, they highlight exciting future uses—like light beams that glow together in new ways or particles that move along controlled paths—which could lead to better sensors, communications, and even quantum computers.",   
ARXIV_1806_01393.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The deterministic (timing) behavior of real-time systems (RTS) can be used by adversaries—say, to launch side channel attacks or even destabilize the system by denying access to critical resources.</BACKGROUND> <CONTRIBUTION>We propose a protocol (named REORDER) to obfuscate this predictable timing behavior of RTS, especially ones designed using dynamic-priority scheduling algorithms (e.g., EDF).</CONTRIBUTION> <CONTRIBUTION>We also present a metric (named ""schedule entropy"") that measures the levels of obfuscation introduced into a given real-time system.</CONTRIBUTION> <CONTRIBUTION>The REORDER protocol was integrated into the standard Linux real-time scheduler and evaluated on a realistic embedded platform (Raspberry Pi) running the MiBench automotive benchmark workloads.</CONTRIBUTION> <CONTRIBUTION>We also demonstrate how designers of RTS can increase the security of their systems and also quantitatively measure the impact (both in terms of security and performance) of using this protocol.</CONTRIBUTION> </ABSTRACT>","This paper looks at real-time systems that run tasks in very predictable ways—something attackers can use to their advantage. The authors introduce a method called REORDER that scrambles the order and timing of tasks so they’re much harder to guess. They also define “schedule entropy”, a simple score that shows how well the scrambling hides the pattern. Finally, they test REORDER on a Raspberry Pi and prove it boosts security without slowing down performance.",   
ARXIV_hep_th_9806094.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>We consider the compactification of the E8×E8 heterotic string on a K3 surface with “the spin connection embedded in the gauge group” and the dual picture in the type IIA string (or F-theory) on a Calabi–Yau threefold X.</BACKGROUND> <CONTRIBUTION>It turns out that the same X arises also as dual to a heterotic compactification on 24 point-like instantons.</CONTRIBUTION> <CONTRIBUTION>X is necessarily singular, and we see that this singularity allows the Ramond–Ramond moduli on X to split into distinct components, one containing the (dual of the heterotic) tangent bundle, while another component contains the point-like instantons.</CONTRIBUTION> <CONTRIBUTION>As a practical application we derive the result that a heterotic string compactified on the tangent bundle of a K3 with ADE singularities acquires nonperturbatively enhanced gauge symmetry in just the same fashion as a type IIA string on a singular K3 surface.</CONTRIBUTION> <CONTRIBUTION>On a more philosophical level we discuss how it appears to be natural to say that the heterotic string is compactified using an object in the derived category of coherent sheaves.</CONTRIBUTION> <CONTRIBUTION>This is necessary to properly extend the notion of T-duality to the heterotic string on a K3 surface.</CONTRIBUTION> </ABSTRACT>","This paper shows that two very different string-theory models actually share the same complex shape. The authors found that the sharp points (called singularities) of this shape split the theory’s settings into separate parts. They then wrap the strings around those sharp points in a new way, which produces stronger forces than before. Finally, they use a math tool called derived categories of sheaves to explain how these two string pictures fit together perfectly under the idea of duality.",   
ARXIV_2206_14964.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Audio-visual speech enhancement system is regarded as one of promising solutions for isolating and enhancing speech of desired speaker.</BACKGROUND> <BACKGROUND>Typical methods focus on predicting clean speech spectrum via a naive convolution neural network based encoder-decoder architecture, and these methods a) are not adequate to use data fully, b) are unable to effectively balance audio-visual features.</BACKGROUND> <CONTRIBUTION>The proposed model alleviates these drawbacks by a) applying a model that fuses audio and visual features layer by layer in encoding phase, and that feeds fused audio-visual features to each corresponding decoder layer, and more importantly, b) introducing a 2-stage multi-head cross attention (MHCA) mechanism to infer audio-visual speech enhancement for balancing the fused audio-visual features and eliminating irrelevant features.</CONTRIBUTION> <CONTRIBUTION>This paper proposes attentional audio-visual multi-layer feature fusion model, in which MHCA units are applied to feature mapping at every layer of decoder.</CONTRIBUTION> <CONTRIBUTION>The proposed model demonstrates the superior performance of the network against the state-of-the-art models.</CONTRIBUTION> </ABSTRACT>","In simple terms, this paper builds a new system that uses both what you hear and what you see to clean up a speaker’s voice in noisy situations. Their key contributions are a smart fusion of audio and video signals at each step and a brand-new two-stage multi-head attention mechanism that helps the model focus on the right bits and ignore irrelevant noise. Thanks to these innovations, their system outperforms previous methods, making speech enhancement more accurate and reliable.",   
ARXIV_2006_16259.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>We present Adaptive Optics (AO) near infrared (NIR) observations using VLT/NACO and Keck/NIRC2 of ODISEA targets.</BACKGROUND> <BACKGROUND>ODISEA is an ALMA survey of the entire population of circumstellar discs in the Ophiuchus molecular cloud.</BACKGROUND> <BACKGROUND>From the whole sample of ODISEA we select all the discs that are not already observed in the NIR with AO and that are observable with NACO or NIRC2.</BACKGROUND> <BACKGROUND>The NIR-ODISEA survey consists of 147 stars observed in NIR AO imaging for the first time, as well as revisiting almost all the binary systems of Ophiuchus present in the literature (20 out of 21).</BACKGROUND> <CONTRIBUTION>In total, we detect 20 new binary systems and one triple system.</CONTRIBUTION> <BACKGROUND>For each of them we calculate the projected separation and position angle of the companion, as well as their NIR and millimeter flux ratios.</BACKGROUND> <CONTRIBUTION>From the NIR contrast we derived the masses of the secondaries, finding that 9 of them are in the sub-stellar regime (30–50 \MJup).</CONTRIBUTION> <CONTRIBUTION>Discs in multiple systems reach a maximum total dust mass of $\sim$ 50 M${\oplus}$, while discs in single stars can reach a dust mass of 200 M${\oplus}$. </CONTRIBUTION> <CONTRIBUTION>Discs with masses above 10 M$_{\oplus}$ are found only around binaries with projected separations larger than $\sim$ 110 au.</CONTRIBUTION> <CONTRIBUTION>The maximum disc size is also larger around single star than binaries.</CONTRIBUTION> <CONTRIBUTION>However, since most discs in Ophiuchus are very small and low-mass, the effect of visual binaries is relatively weak in the general disc population.</CONTRIBUTION> </ABSTRACT>","Scientists used infrared telescopes to study 147 young stars in the Ophiuchus cloud. They found 20 new binary star pairs and one triple system. By measuring the brightness of each star’s surrounding dust disk, they saw that single stars can have disks up to four times heavier and larger than those around close binary stars. They also found that only wide binary pairs can host heavier disks. This means having a nearby companion star tends to limit how big and heavy a planet-forming disk can grow, though in this cloud most disks are small and low-mass anyway.",   
ARXIV_2309_00703.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Since the derivation of a well-defined $D\rightarrow 4$ limit for 4D Einstein Gauss-Bonnet (4DEGB) gravity coupled to a scalar field, there has been interest in testing it as an alternative to Einstein’s general theory of relativity.</BACKGROUND> <CONTRIBUTION>Using the Tolman–Oppenheimer–Volkoff (TOV) equations modified for 4DEGB gravity, we model the stellar structure of quark stars using a novel interacting quark matter equation of state.</CONTRIBUTION><CONTRIBUTION>We find that increasing the Gauss–Bonnet coupling constant $\alpha$ or the interaction parameter $\lambda$ both tend to increase the mass–radius profiles of quark stars described by this theory, allowing a given central pressure to support larger quark stars in general.</CONTRIBUTION><CONTRIBUTION>These results logically extend to cases where $\lambda<0$, in which increasing the magnitude of the interaction effects instead diminishes masses and radii.</CONTRIBUTION><CONTRIBUTION>We also analytically identify a critical central pressure in both regimes, below which no quark star solutions exist due to the pressure function having no roots.</CONTRIBUTION><CONTRIBUTION>Most interestingly, we find that quark stars can exist below the general relativistic Buchdahl bound and Schwarzschild radius $R=2M$, due to the lack of a mass gap between black holes and compact stars in 4DEGB.</CONTRIBUTION><CONTRIBUTION>Even for small $\alpha$ well within current observational constraints, we find that quark star solutions in this theory can describe Extreme Compact Objects (ECOs), objects whose radii are smaller than what is allowed by general relativity.</CONTRIBUTION> </ABSTRACT>","Scientists made a new model to study quark stars, which are stars made entirely of quark matter. They combined Einstein’s gravity with an extra term and used a special equation to describe how quarks push and pull on each other. By changing two settings—one for the extra gravity effect and one for the quark interaction strength—they showed these stars can become much larger or much smaller. They also discovered there’s a minimum pressure at the star’s center needed to form a stable star. Finally, they proved these quark stars can be even more compact—having a smaller radius—than what regular relativity normally allows. This new theory could explain ultra‐compact objects that scientists couldn’t predict before.",   
ARXIV_math_0312443.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>It is conjectured that there exist only finitely many isomorphism classes of endomorphism algebras of abelian varieties of bounded dimension over a number field of bounded degree.</BACKGROUND> <CONTRIBUTION>We explore this conjecture when restricted to quaternion endomorphism algebras of abelian surfaces of $\mathrm{GL}_2$-type over $\mathbb{Q}$ by giving a moduli interpretation which translates the question into the diophantine arithmetic of Shimura curves embedded in Hilbert surfaces.</CONTRIBUTION><CONTRIBUTION>We address the resulting problems on these curves by local and global methods, including Chabauty techniques on explicit equations of Shimura curves.</CONTRIBUTION> </ABSTRACT>","This paper studies a long-standing math question about special two-dimensional shapes called abelian surfaces and their related quaternion algebras over the rational numbers. The authors show that you can turn this tough question into finding points on simpler curves called Shimura curves, which lie inside larger surfaces. Next, they solve these curve problems by checking solutions both in simpler number systems (local methods) and across all rational numbers (global methods). Finally, they use a technique called Chabauty with explicit equations to pin down exactly which points exist. Altogether, these steps give a clear, step-by-step way to settle the original conjecture.",   
ARXIV_quant_ph_9607025.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>In the first part (Sections 1 and 2) of this paper ––starting from the Pauli current, in the ordinary tensorial language–– we obtain the decomposition of the non-relativistic field velocity into two orthogonal parts: (i) the “classical” part, that is, the 3-velocity w = p/m of the center-of-mass (CM), and (ii) the so-called “quantum” part, that is, the 3-velocity V of the motion in the CM frame (namely, the internal “spin motion” or zitterbewegung).</BACKGROUND> <BACKGROUND>By inserting such a complete, composite expression of the velocity into the kinetic energy term of the non-relativistic classical (i.e., Newtonian) Lagrangian, we straightforwardly get the appearance of the so-called “quantum potential” associated, as it is known, with the Madelung fluid.</BACKGROUND><CONTRIBUTION>This result carries further evidence that the quantum behaviour of micro-systems can be a direct consequence of the fundamental existence of spin.</CONTRIBUTION><CONTRIBUTION>In the second part (Sections 3 and 4), we fix our attention on the total 3-velocity v = w + V, it being now necessary to pass to relativistic (classical) physics; and we show that the proper time entering the definition of the four-velocity v^μ for spinning particles has to be the proper time τ of the CM frame.</CONTRIBUTION><CONTRIBUTION>Inserting the correct Lorentz factor into the definition of v^μ leads to completely new kinematical properties for v_μ v^μ.</CONTRIBUTION><CONTRIBUTION>The important constraint p_μ v^μ = m, identically true for scalar particles, but just assumed a priori in all previous spinning particle theories, is herein derived in a self-consistent way.</CONTRIBUTION> </ABSTRACT>","This paper shows that the odd “quantum potential” effects in tiny particles come just from their spin, like a built-in twist. Next, the authors update Einstein’s relativity by choosing the right “clock” to track time for spinning particles. They find new rules for how these particles move when they go very fast. Finally, they work out the key physics formula 𝑝 ⋅ 𝑣 = 𝑚 (momentum times velocity equals mass) from the ground up instead of just taking it for granted.",   
ARXIV_gr_qc_9404011.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>A cosmological scenario which explains the values of the parameters of the standard models of elementary particle physics and cosmology is discussed.</BACKGROUND> <BACKGROUND>In this scenario these parameters are set by a process analogous to natural selection which follows naturally from the assumption that the singularities in black holes are removed by quantum effects leading to the creation of new expanding regions of the universe.</BACKGROUND> <BACKGROUND>The suggestion of J. A. Wheeler that the parameters change randomly at such events leads naturally to the conjecture that the parameters have been selected for values that extremize the production of black holes.</BACKGROUND> <CONTRIBUTION>This leads directly to a prediction, which is that small changes in any of the parameters should lead to a decrease in the number of black holes produced by the universe.</CONTRIBUTION> <CONTRIBUTION>On plausible astrophysical assumptions it is found that changes in many of the parameters do lead to a decrease in the number of black holes produced by spiral galaxies.</CONTRIBUTION> <CONTRIBUTION>These include the masses of the proton, neutron, electron and neutrino and the weak, strong and electromagnetic coupling constants.</CONTRIBUTION> <CONTRIBUTION>Finally, this scenario predicts a natural time scale for cosmology equal to the time over which spiral galaxies maintain appreciable rates of star formation, which is compatible with current observations that $\Omega = .1-.2$.</CONTRIBUTION> </ABSTRACT>","This idea compares the universe’s constants—like particle masses and force strengths—to traits in natural selection. It predicts that even tiny changes to these values would lead to far fewer black holes. Using astrophysics, the authors show that tweaking things like the proton’s mass or the neutrino’s mass cuts down on black hole formation in spiral galaxies. This gives a simple way to test their idea: look at how many black holes form when constants stay the same. They also calculate how long active star formation should last and find it matches the observed matter density of about 10–20%. All of these points line up, making their “cosmic natural selection” scenario fit what we actually see in the universe.",   
ARXIV_2311_13004.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>The common spatial pattern analysis (CSP) is a widely used signal processing technique in brain-computer interface (BCI) systems to increase the signal-to-noise ratio in electroencephalogram (EEG) recordings.</BACKGROUND> <BACKGROUND>Despite its popularity, the CSP's performance is often hindered by the nonstationarity and artifacts in EEG signals.</BACKGROUND> <BACKGROUND>The minmax CSP improves the robustness of the CSP by using data-driven covariance matrices to accommodate the uncertainties.</BACKGROUND> <CONTRIBUTION>We show that by utilizing the optimality conditions, the minmax CSP can be recast as an eigenvector-dependent nonlinear eigenvalue problem (NEPv).</CONTRIBUTION> <CONTRIBUTION>We introduce a self-consistent field (SCF) iteration with line search that solves the NEPv of the minmax CSP.</CONTRIBUTION> <CONTRIBUTION>Local quadratic convergence of the SCF for solving the NEPv is illustrated using synthetic datasets.</CONTRIBUTION> <CONTRIBUTION>More importantly, experiments with real-world EEG datasets show the improved motor imagery classification rates and shorter running time of the proposed SCF-based solver compared to the existing algorithm for the minmax CSP.</CONTRIBUTION> </ABSTRACT>","This paper looks at a way to read brain signals using EEG. The authors turned a complex signal-processing method into a simple math problem. Then they designed a fast algorithm to solve it and proved it always finds the right answer quickly. In tests with real brainwave recordings, their solver could tell what movement a person was imagining more accurately and faster than older methods. These improvements make brain-computer interfaces—systems that let you control devices with your thoughts—much more reliable and efficient.",   
ARXIV_2310_12380.json,"<TASK> Summarize this abstract for high-school audience while highlight importance of contributions </TASK> <ABSTRACT> <BACKGROUND>Much of the exoplanet discovery efforts over the next several years are largely tasked with finding candidates for the upcoming Ariel mission.</BACKGROUND> <BACKGROUND>This is a role that TESS is well-suited for.</BACKGROUND> <BACKGROUND>Radial velocity follow-up is needed to confirm the planetary nature of these systems, as many of its planet candidates turn out to be eclipsing binary systems with small stellar secondaries.</BACKGROUND> <BACKGROUND>Focused Doppler follow-up to obtain these radial velocities is expensive.</BACKGROUND> <BACKGROUND>The Gaia mission's radial velocity measurements on its target stars are not adequately precise for a general search for orbiting planetary companions.</BACKGROUND> <BACKGROUND>While the RV data has yielded thousands of spectroscopic binary systems, only an extreme minority of these reach into the planetary-mass regime.</BACKGROUND> <BACKGROUND>Nonetheless, they do detect eclipsing binary systems that can masquerade as transiting hot Jupiters.</BACKGROUND> <CONTRIBUTION>In this work, we compare the Gaia DR3 Non-Single Stars catalogue to the current planet candidate list from TESS and determine several of these candidate planetary systems are actually eclipsing binaries.</CONTRIBUTION> <CONTRIBUTION>We find $\sim130$ eclipsing binaries among the TOI and EPIC lists that do not appear to be in the literature, including the previously statistically validated planet K2-256 b.</CONTRIBUTION> <CONTRIBUTION>This work illustrates the usefulness of \textit{Gaia} to exoplanet validation efforts and will help guide follow-up efforts for discovering new transiting planets for the Ariel mission by avoiding misdirecting valuable telescope time.</CONTRIBUTION> </ABSTRACT>","This paper shows how astronomers matched planet candidates from NASA’s TESS telescope with ESA’s Gaia data on stars. They found about 130 “planets” are actually two stars eclipsing each other, not real planets. One of these false alarms was K2-256 b, which people had already thought was a planet. By checking Gaia’s catalog first, scientists can save telescope time and focus on genuine planets—especially those planned for the upcoming Ariel mission.",   
